File,Average Accuracy,Expected Output,Actual Output,Accuracy Rate
code_64.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_97.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdaaa', 'ccaccacaccaccacaaaaa', 'zzazzzazaaa', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_86.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_75.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_24.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_10.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['Problem understood!\ndbcadabcdbcadabc', 'Problem understood!\nabcda', 'Problem understood!\ndcdcddcdcd', 'Problem understood!\ncbcbccbcbc', 'Problem understood!\nddcdddcdddc', 'Problem understood!\nccaccacaccaccacaccac', 'Problem understood!\nzzazzzazzza', 'Problem understood!\nbbabbbbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_41.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_51.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_7.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_34.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dcccccccbcadabcc', 'dabcd', 'ddddddcdcd', 'ccccccbcbc', 'dddddddddcd', 'ccaaaaaaaaaaaccacaaa', 'zzzzzzzzzaz', 'bbbbbbbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_65.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_96.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcdd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdd', 'ccaccacaccaccaca', 'zzazzzazz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_45.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', 'abcdd', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_14.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_82.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_20.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_71.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_61.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcdabcd', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddcd', 'ccaccacaccaccacaccaccac', 'zzazzzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_30.py,0.25,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcdddc', 'ccaccacaccaccacaccac', 'zzazzzazzza', 'bbabbbbabb']","[1, 0, 0, 0, 0, 1, 0, 0]"
code_92.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_3.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_55.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_89.py,0.125,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabcdbcadabc', 'abcda', 'dcdcddcdcd', 'cbcbccbcbc', 'ddcdddcd', 'ccaccacaccaccaca', 'zzazzzaz', 'bbabbbbabb']","[1, 0, 0, 0, 0, 0, 0, 0]"
code_99.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_8.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_101.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_100.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_88.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['dbcadabc', 'abcd', 'dcdcd', 'cbcbc', 'ddcd', 'ccaccaca', 'zzaz', 'bbabb']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_104.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_98.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
code_9.py,0.0,"['dbcadabcdbcadabc', 'aaaaa', 'dcdcdcdcdc', 'cbcbcbcbcb', 'ddcddcddcdd', 'ccaccacaccaccacaccac', 'zzazzazzazz', 'bbabbabbab']","['', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0]"
