File,Average Accuracy,Expected Output,Actual Output,Accuracy Rate
code_73.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_22.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_80.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['0\n0\n0\n0\n0\n0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_32.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_63.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_57.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_1.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT', 'INTERNAL ERROR OR TIMEOUT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_26.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_77.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_84.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_43.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_12.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_5.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_53.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_67.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_36.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_44.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_15.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_83.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_21.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_70.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_60.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_31.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_2.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_54.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_87.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_74.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_25.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_11.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_40.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_50.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_6.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_35.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
code_64.py,0.0,"['3\n1 1\n2 2\n2 4\n-1\n4\n1 1\n3 3\n2 6\n3 7\n4\n3 1\n1 2\n2 3\n1 4\n2\n2 1\n4 5\n4\n3 1\n4 5\n2 9\n1 13', '-1', '2\n1 1\n3 3', '2\n1 1\n1 4', '2\n4 1\n1 7', '2\n1 1\n4 2', '2\n1 1\n3 4', '3\n1 1\n5 3\n6 8', '-1', '10\n10 1\n10 11\n10 21\n10 31\n10 41\n10 51\n10 61\n10 71\n10 81\n10 88', '1\n1 1', '-1', '2\n1 1\n4 2', '3\n4 1\n5 4\n1 8', '3\n1 1\n5 3\n3 8']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
